,ID,Definicija
22865,ENG30-00616670-v,skoncentrisati se na ; obratiti pažnja na ; uzimati šta ozbiljno 
22866,ENG30-00620424-n,radnja mesara 
22867,ENG30-00622584-n,"čin traženje i ubijanje , odnosno hvatanje životinja zarad hrana ili koža "
22868,ENG30-00624476-v,tumačiti nešto na odrediti način ; preneti odrediti značenje ili utisak 
22869,ENG30-00627091-v,"tumačiti značenje šta , npr . dlan , čajni listić , crevo , nebo itd - isto tako i ljudski ponašanje "
22870,ENG30-00630026-v,filozofski razlagati 
22871,ENG30-00633329-n,marljiv napor 
22872,ENG30-00634472-v,? decide by reasoning ; draw Or come taj a conclusion 
22873,ENG30-00634586-n,? the act of counting 
22874,ENG30-00636441-v,rezonovati i zaključivati indukcija 
22875,ENG30-00636574-v,rezonovati i zaključivati dedukcija 
22876,ENG30-00636728-n,sistematski istraživanje pitanje od javan interes 
22877,ENG30-00638585-v,biti izračunat 
22878,ENG30-00638837-v,izvršiti matematički i logički operacija ( na podatak ) prema programiran naredba kako biti se dobiti potreban informacija 
22879,ENG30-00643473-v,"? Make a mathematical , chemical , Or grammatical analysis of ; break down into components Or essential features "
22880,ENG30-00643910-v,sintaktički analizirati ( rečenica ) uz dodela konstitutivne struktura 
22881,ENG30-00651145-v,posmatrati ili razmotriti na poseban način 
22882,ENG30-00651531-n,pažljivo ispitivanje i upoređivanje da biti se pronaći šta se ne slagati 
22883,ENG30-00653388-n,popis stanovništvo 
22884,ENG30-00653811-n,"brojanje glas ( na primer , na izbor ) "
22885,ENG30-00657064-a,jesam konačno ili definitivno formirati 
22886,ENG30-00657728-v,oceniti ili rangirati prema svoj proceniti 
22887,ENG30-00661713-v,kritički upoređivati tekst 
22888,ENG30-00662182-v,staviti oznaka na ili pored šta 
22889,ENG30-00663353-v,potvrditi konsultovati se sa izvor ili autoritet 
22890,ENG30-00664276-v,utvrditi autentičnost šta 
22891,ENG30-00682230-v,proceniti vrednost ( imovina ) za oporezivanje 
22892,ENG30-00683771-v,tvrditi ili potvrditi 
22893,ENG30-00684645-v,odbaciti kao lažno ; odbiti da šta prihvatiti 
22894,ENG30-00687926-v,smatrati nepouzdan ; posmatrati sa sumnja ; nemati vera i poverenje u šta 
22895,ENG30-00691516-v,smatrati šta šta 
22896,ENG30-00692329-v,"razmišljati o kakav koncept nemati na um konkretan primer , razmotriti nešto na abstraktan i teoretski način "
22897,ENG30-00692907-v,šta idealan smatrati 
22898,ENG30-00694641-v,imati malo ili nimalo poštovanje za šta ; prezirati šta 
22899,ENG30-00696189-v,šta ponovo pogledati ; šta ponovo ispitati 
22900,ENG30-00700336-v,odrediti raspored ( podatak ) za skladištenje i prikaz ( u računarstvo ) 
22901,ENG30-00700896-v,dodeliti početan vrednost računarski program 
22902,ENG30-00707366-a,čvrst i snažan konstitucija i građa ; istrajati 
22903,ENG30-00713818-v,staviti u međusoban odnos 
22904,ENG30-00714273-v,smatrati nepovezan 
22905,ENG30-00714944-n,veština koji zahtevati spretan ruka 
22906,ENG30-00715674-n,spajanje ili vezivanje šav 
22907,ENG30-00719231-v,pozitivno na šta reagovati ; ispravan i pravilan smatrati 
22908,ENG30-00721437-v,napraviti kakav otkriće 
22909,ENG30-00728641-n,školski zadatak koji učenik ispunjavati da biti zadovoljiti zahtev nastavnik 
22910,ENG30-00728826-v,zaključiti rezonovanje 
22911,ENG30-00729108-n,pripremni školski rad koji se obavljati izvan škola ( pre sav kod kuća ) 
22912,ENG30-00729109-v,"pratiti , otkriti ili utvrditi tok razvoj šta "
22913,ENG30-00729285-n,zadatak dodeliti za pojedinačan studija 
22914,ENG30-00732224-v,posvetiti 
22915,ENG30-00732456-a,koji davati direktiva ili pravilo 
22916,ENG30-00733483-n,ulazak na tuđ posed bez prava ili dozvola 
22917,ENG30-00733883-n,biti koji krivica zbog koji se moći podneti tužba za naknada šteta 
22918,ENG30-00734482-n,"nezakonit uplitanje u čiji tuđ posed ( ličan imovina kao i nekretnina ) , ili postupak pokrenuti za povraćaj šteta "
22919,ENG30-00735832-n,zloupotreba javan funkcija 
22920,ENG30-00736219-n,antisocijalan delo koji kršiti zakon i koji jesam počiniti maloletnik 
22921,ENG30-00736375-n,bezobziran ili zlonameran ponašanje koji uzrokovati da drugi biti neprijatan ili neugodan 
22922,ENG30-00736786-n,bučno i neobuzdano ponašanje 
22923,ENG30-00737070-n,čin neprikladan intimnost 
22924,ENG30-00737188-n,"ponašanje koji kršiti pravilo , etikecija , običaj ili moral "
22925,ENG30-00737399-n,devijantan ponašanje 
22926,ENG30-00737536-n,nepristojan ili neprikladan čin 
22927,ENG30-00737705-n,? abnormal sexual activity 
22928,ENG30-00737894-n,perverzan čin otkrivanje i privlačenje pažnja na svoj genitalije 
22929,ENG30-00738697-n,opscen čin 
22930,ENG30-00738747-v,glasno izgovarati ili objaviti 
22931,ENG30-00738785-n,sitan zločin 
22932,ENG30-00738872-n,infantilan ponašanje kod odrastao osoba 
22933,ENG30-00742130-n,nepočinstvo koji izvršitelj jesam imati prava da sprovesti ; neprofesionalan ponašanje 
22934,ENG30-00742314-n,profesionalan prekršaj koji rezultirati povreda ili šteta 
22935,ENG30-00742474-n,izopačivanje šta ( upravljanje šta na pogrešan upotreba ) 
22936,ENG30-00744237-v,? change from a simple vowel taj a diphthong 
22937,ENG30-00744439-v,biti slomiti 
22938,ENG30-00744616-n,nepravedan čin 
22939,ENG30-00744758-n,delo koji izazivati bol ili šteta 
22940,ENG30-00745499-v,podneti zahtev za šta 
22941,ENG30-00745863-n,izdajnički ili zloban čin 
22942,ENG30-00745943-n,loš i okrutan ponašanje 
22943,ENG30-00746116-n,nepravedan ili izdajnički ponašanje ( posebno takav koji uključujenasilje ) 
22944,ENG30-00746232-n,čin nepoštovanje 
22945,ENG30-00746587-n,bogohulan ponašanje ; čin ugrožavanje svet priroda šta 
22946,ENG30-00746866-n,"iskvaren , izopačen ili perverzan čin ili navika "
22947,ENG30-00747671-n,neumorno udovoljavanje telesni apetit 
22948,ENG30-00748155-n,nuđenje seksualan odnos za para 
22949,ENG30-00748282-v,nametnuti nešto neprijatan 
22950,ENG30-00748307-n,raspojasan zadovoljavanje čulan prohtev 
22951,ENG30-00748616-v,zadavati kao kazna 
22952,ENG30-00750306-n,nepoštenost šarlatan 
22953,ENG30-00750405-n,čin plagiranje ; uzimanje čiji reč ili ideja kao da jesam tvoj sopstven 
22954,ENG30-00750532-v,koji kakav zadatak ili odgovornost za kakav posati poveriti 
22955,ENG30-00750730-n,čiji pokušati da taj naterati da uraditi nešto glup ili neoprezan 
22956,ENG30-00750890-n,? the act of rendering something false as by fraudulent changes ( of documents Or measures etc. ) Or counterfeiting 
22957,ENG30-00751398-n,čin optuživanje koji po lažan optužba 
22958,ENG30-00751529-n,čin kada se smisao nešto iskriviti tako da poprimiti značenje koji on prvobitno jesam biti namenjen 
22959,ENG30-00751779-n,iznošenje laž pomoću nejasan ili dvosmislen jezik 
22960,ENG30-00751944-n,čin nameran odstupanje od istina 
22961,ENG30-00752954-n,upotreba trik da biti se ko prevariti ( obično da biti se od ona izvući novac ) 
22962,ENG30-00753685-n,šta što jesam sračunato da obmana ; nameran izmišljotina sračunati da koji obezbediti prednost 
22963,ENG30-00753881-v,"naručiti , pozvati ili tražiti određenu dužnost ili aktivnost , posao , uloga "
22964,ENG30-00753973-n,"biti šta što biti trebati da biti vredan , ali se ispostaviti da jesam bezvredan "
22965,ENG30-00754424-n,obmana počiniti sa cilj dobijanje profit 
22966,ENG30-00755277-n,pretvarati se da jesam nešto slučaj radi ostvarivanje dobar utisak 
22967,ENG30-00755500-n,pretvaranje 
22968,ENG30-00755673-n,nameran pretvaranje ili preterivanje 
22969,ENG30-00756194-n,stvaranje lažan slika o šta 
22970,ENG30-00756331-n,čiji pretvaranje da jesam drugi osoba 
22971,ENG30-00757856-v,napustiti svoj uverenje ili veza 
22972,ENG30-00758333-v,uzimati zasluga za šta ( za kakav ideja ) 
22973,ENG30-00759694-n,"sračunat upotreba nasilje ( ili pretnja nasilje ) protiv civil kako biti se postignuti cilj koji jesam politički ili verski ili ideološki priroda - taj se radi zastrašivanje , prinuda ili ucena "
22974,ENG30-00760629-a,nizak rang u kakav kategorija 
22975,ENG30-00760735-v,priznati svoj vera u šta ili privrženost šta 
22976,ENG30-00761713-v,raspravljati o uslov kakav dogovor 
22977,ENG30-00767477-n,zao čin koji jesam nužan zakonski kažnjiv 
22978,ENG30-00770141-v,skloniti koji ubeđivanje 
22979,ENG30-00770543-n,čin koji zanemarivati kakav raniji dogovor ili čiji prava 
22980,ENG30-00770834-n,? a violation of the rights secured by a copyright 
22981,ENG30-00773432-v,imati rasprava o kakav pitanje 
22982,ENG30-00774344-v,"svađati se bučno , ljutito ili naprasito "
22983,ENG30-00775156-v,? Hava a disagreement over something 
22984,ENG30-00782527-v,podstaknuti neki da nešto učiniti ( često lažan ili preteran ) obećanje ili ubeđivanje 
22985,ENG30-00784727-v,usmeriti ili postaviti ; tražiti odgovor na šta 
22986,ENG30-00790308-v,koristiti točkić za izbor brojati telefon 
22987,ENG30-00791631-a,"jak , važan ili uticajan "
22988,ENG30-00792075-a,odgovoran za donošenje i sprovođenje pravilo i zakon 
22989,ENG30-00792202-a,koji imati nadmoćan snaga ili uticaj 
22990,ENG30-00792476-a,koji imati ili pokazivati želja za kontrola ili dominacija 
22991,ENG30-00792641-a,"koji imati visok status , autoritet ili moć "
22992,ENG30-00792769-a,koji ništa jesam podvrgnuti ili izložiti 
22993,ENG30-00793037-v,sazvati 
22994,ENG30-00793250-a,od ili u veza sa osoba koji jesam drugi osoba podrediti 
22995,ENG30-00793426-a,koji imati ograničiti prava i privilegija ili podređen status 
22996,ENG30-00793592-a,koji pripadati nizak klasa ili čin 
22997,ENG30-00793682-a,"nizak u rang , moć ili autoritet "
22998,ENG30-00794079-v,pružiti potreban podstrek za šta 
22999,ENG30-00794981-v,napraviti raspored ; planirati vreme i mesto događaj 
23000,ENG30-00796976-v,odbiti s gnušanje 
23001,ENG30-00798717-v,"formalno odbaciti ili povući svoj ranije uverenje , obično pod čiji pritisak "
23002,ENG30-00799537-n,izborni kampanja za kandidat 
23003,ENG30-00800940-n,kampanja koji za cilj imati da zaustaviti zloupotreba ili malverzacija 
23004,ENG30-00801125-n,uskladiti kampanja koji za cilj imati da okončati nešto što jesam štetno 
23005,ENG30-00801277-n,"politički , verski ili društven reformski pokret ili akcija koji se sastojati uglavnom od mlad ljudi "
23006,ENG30-00804802-v,biti različit mišljenje 
23007,ENG30-00806512-a,koji nedostajati živost ili entuzijazam 
23008,ENG30-00807178-v,smatrati pogrešan ili neprikladan 
23009,ENG30-00807273-n,uklopljenost različit element u jedinstven i harmoničan operacija 
23010,ENG30-00809071-v,pokušavati saznati čiji mišljenje i namera 
23011,ENG30-00809201-a,u kontrola 
23012,ENG30-00812274-n,čin kada se šta ruka čvrsto stegnuti 
23013,ENG30-00813044-v,pažljivo o nešto razmišljati ; vagati 
23014,ENG30-00813589-a,koji jesam od početak postojati ; u ran ili izvoran stanje 
23015,ENG30-00815406-a,formirati u kasan od dva eon prekambrijumskog doba 
23016,ENG30-00816556-v,proglasiti neistinit ; pobiti kakav tvrdnja 
23017,ENG30-00819852-a,u ran faza u razvoj koji jezik ili književnost 
23018,ENG30-00820219-a,veoma ran faza razvoj 
23019,ENG30-00820458-a,u faza u razvoj jezik ili književnost koji se nalaziti između ranijih i kasan faza 
23020,ENG30-00820611-v,uspostaviti ili proveriti upotreba šta 
23021,ENG30-00820721-a,u faza koji u razvoj jezik ili literatura dolaziti kasnije ; posebno se koristiti za mrtav jezik 
23022,ENG30-00820975-a,koji se koristiti za živ jezik i predstavljati trenutan faza u njegov razvoj 
23023,ENG30-00821208-a,u upotreba posle srednjevekovni vreme 
23024,ENG30-00823436-v,poricati kakav istina 
23025,ENG30-00824767-v,grditi strogo ili ljutito 
23026,ENG30-00825192-n,čin odbrana sebe 
23027,ENG30-00828990-n,? the act of making immune ( especially by inoculation ) 
23028,ENG30-00829745-a,koji posedovati obrazovanje ( naročito ako posedovati više od prosečan znanje ) 
23029,ENG30-00830051-a,visoko obrazovati ; koji jesam odlično informisati i uživati pun razumijevanje 
23030,ENG30-00830381-a,sposoban da čitati i pisati 
23031,ENG30-00830717-a,koji jesam uživati dobro obrazovanje 
23032,ENG30-00830981-a,koji jesam uputiti ni u osnovni postulat odrediti umetnost ili grana znanje 
23033,ENG30-00831225-a,koji nedostajati opšti obrazovanje ili znanje 
23034,ENG30-00831903-a,"koji nedostajati znanje koji se sticati učenje , često u određenom polje "
23035,ENG30-00841580-v,oglasiti se protiv šta 
23036,ENG30-00845299-v,koristiti grub ili uvredljiv jezik prema koji 
23037,ENG30-00854717-n,? an aberrant sexual practice that is preferred taj normal intercourse 
23038,ENG30-00855512-v,kritički procieniti 
23039,ENG30-00855527-n,korišćenje sopstven telo u svojstvo seksualan objekt 
23040,ENG30-00855674-n,ručni stimulacija genitalni organ ( svojih ili tuđ ) zarad postizanje seksualan zadovoljstvo 
23041,ENG30-00855794-v,profesionalno oceniti rad kolega 
23042,ENG30-00856860-a,koji jesam podložan osećanje ili koji osećanje nemati ili ona ne pokazivati 
23043,ENG30-00858188-n,kratkoročno prekidanje svest i smanjenje metabolizam 
23044,ENG30-00858377-n,kratak san ( obično ne u krevet ) 
23045,ENG30-00858568-v,ispoljavanje odobravanje ili dobar želja vikanje 
23046,ENG30-00860292-v,izričito odobravanje šta 
23047,ENG30-00862683-v,napasti koji usmeno ili pismeno 
23048,ENG30-00870577-v,upozoravati ili savetovati koji u pogled njihov ponašanje 
23049,ENG30-00871405-v,objaviti namera da se ko povreda ili kazna 
23050,ENG30-00874175-v,učiniti znan ili poznat 
23051,ENG30-00875519-n,? the classification of someone Or something with respect taj its worth 
23052,ENG30-00876665-v,imati sastanak da biti se o nešto razgovarati 
23053,ENG30-00879356-v,formalno predložiti ; na debata ili na skupštinski sastanak 
23054,ENG30-00879759-n,čin posmatranje - analiziranje stanje pacijent 
23055,ENG30-00881649-n,čin gledanje ili viđenje ili posmatranje 
23056,ENG30-00881998-v,izraziti čestitka 
23057,ENG30-00882702-n,vrsta čulan opažaj koji se pomoću nepce razlikovati ukus 
23058,ENG30-00886281-v,dati nešto kao garancija 
23059,ENG30-00888009-v,s dobar namera šta ponuditi 
23060,ENG30-00889472-n,nastavni jedinica 
23061,ENG30-00892861-n,podučavanje držanje predavanje o neki predmet ( obično pred odeljenje učenik ili student ) 
23062,ENG30-00895501-n,obučavanje vojnik u vojnički veština 
23063,ENG30-00900583-v,poželeti dobrodošlica koji ; pozdraviti koji na dolazak 
23064,ENG30-00901969-a,biti suština ili suštinski element neki stvar 
23065,ENG30-00902932-v,prizvati šta 
23066,ENG30-00903098-v,učtivo šta naručiti ; izrazit želja za šta 
23067,ENG30-00907147-v,"izražavati žalba , nezadovoljstvo ili žaljenje zbog šta "
23068,ENG30-00907919-n,čin izraditi film 
23069,ENG30-00909219-v,praviti primedba ili žalba za sebe i ne na sav glas 
23070,ENG30-00912048-v,"glasno izgovarati ; često s iznenađenje , užas ili radost "
23071,ENG30-00912274-n,čin rastavljanje nešto ( npr . delovati kakav mašina ) 
23072,ENG30-00920336-v,"otkriti , saznati ili odrediti sa sigurnost , obično istraživanje ili kakav drugi napor "
23073,ENG30-00921072-v,"smatrati da jesam šta slučaj , da jesam tačno ili verovatno "
23074,ENG30-00921738-v,označiti kao kakav znak 
23075,ENG30-00923307-v,davati dokaz o šta ( kao prema kakav evidencija ) 
23076,ENG30-00925873-v,razrađivati ( npr . teorija i hipoteza ) 
23077,ENG30-00928232-v,ukazati na neophodnost kakav zahvat ( u medicina ) 
23078,ENG30-00932161-v,biti znak ili indikacija šta 
23079,ENG30-00932324-v,preneti ili izraziti značenje 
23080,ENG30-00933566-v,učiniti manje jak ili intenzivan ; smekšati 
23081,ENG30-00935005-n,? the arts of decorative design and handicraft 
23082,ENG30-00935987-v,biti pustiti ili postati poznat ( u kontekst vesta ) 
23083,ENG30-00936465-v,otkriti šta u tajnost - reći šta u poverenje 
23084,ENG30-00938247-v,ponuditi tumačenje ili objašnjenje šta 
23085,ENG30-00940560-n,čin iznalaženje nov reč ili fraza 
23086,ENG30-00943281-v,biti pričljiv 
23087,ENG30-00944924-v,zaključivati rezonovanje ( u logika ) 
23088,ENG30-00947077-v,? decide upon Or fix definitely 
23089,ENG30-00948868-n,čin obrađivanje korišćen ili odbačen materijal za upotreba u stvaranje nov proizvod 
23090,ENG30-00949619-n,praktičan primena nauka u trgovina ili industrija 
23091,ENG30-00952182-v,? utter with vibrating vocal chords 
23092,ENG30-00957178-v,šta nedvosmisleno tvrditi ili kakav dvoznačnost razrešiti 
23093,ENG30-00957378-v,proizvesti definicija za značenje koji reč 
23094,ENG30-00957549-v,dati nov ili drugačiji definicija koji reč 
23095,ENG30-00959827-v,preneti ( reč ) sa jedan jezik na drugi jezik 
23096,ENG30-00960961-v,prirediti interlinearni prevod reč ili izraz 
23097,ENG30-00961243-v,prevoditi na latinski 
23098,ENG30-00961329-v,prirediti interlinearna objašnjenje za reč ili izraziti 
23099,ENG30-00971015-v,pripisati kakav kvalitet koji ili prozvati koji kakav zajednički imenica koji kakav kvalitet odražavati 
23100,ENG30-00981711-n,čin prikupljanje informacija 
23101,ENG30-00981830-n,operacija prikupljanje informacija o neprijatelj 
23102,ENG30-00981944-v,impulsivan šta izgovoriti 
23103,ENG30-00982178-v,izgovarati sa šuškanje 
23104,ENG30-00983635-v,šta kao vokal izgovoriti 
23105,ENG30-00994895-v,napraviti fonetski transkripcija 
23106,ENG30-00995525-v,napisati latinični pisma 
23107,ENG30-00995716-v,transkribovati šta Brajevim pisma 
23108,ENG30-01001467-v,"staviti šta na početak , najčešće kao vid objašnjenje "
23109,ENG30-01001643-v,smestiti u spremište za čuvanje slog 
23110,ENG30-01005904-v,izričito naglasiti ; do detalj pojasniti 
23111,ENG30-01006810-v,razmeniti poruka 
23112,ENG30-01007027-v,komunicirati ( sa ko ) pismen put 
23113,ENG30-01009821-v,izneti kao svoj mišljenje ili sud ; izjaviti 
23114,ENG30-01011392-a,"koji predstavljati ili odražavati izvornik , po koji jesam ostati sličan stvar oblikovati "
23115,ENG30-01013604-n,čin ili postupak raspoređivanje ljudi u klasa ili društven sloj 
23116,ENG30-01014609-v,dati dodatan težina ( kakav razmena ) 
23117,ENG30-01015866-v,predočiti dokaz za kakav tvrdnja 
23118,ENG30-01018366-n,čin produžavanje šta 
23119,ENG30-01018630-n,? the act of doing Or performing again 
23120,ENG30-01021128-v,pojasniti davanje primer 
23121,ENG30-01021579-v,prepisati koristiti drugi pisma 
23122,ENG30-01021973-v,biti konkretan 
23123,ENG30-01022178-n,nešto što preživiti 
23124,ENG30-01022420-v,primeniti zaključak dobijen na konkretan slučaj na opšti slučaj 
23125,ENG30-01027508-v,? issue a decree 
23126,ENG30-01031966-v,sporazumevati se preko pismo 
23127,ENG30-01032451-v,elektronski komunicirati pomoću računar 
23128,ENG30-01033189-v,šta objasniti ili tumačiti 
23129,ENG30-01034457-a,koji se odnositi na ili poticati od ili jesam karakterističan za koji drugi mesto ili deo svet 
23130,ENG30-01035007-a,"koji jesam ili sa drugi mesto ili kraj svet , ili koji jesam za drugi mesto ili kraj svet karakterisatičan "
23131,ENG30-01035422-a,koji jesam uvesti iz koji drugi oblast i koji istrajavati i bez kultivacija 
23132,ENG30-01035530-v,"postignuti sklad mišljenje , osećanje ili svrha "
23133,ENG30-01036083-a,kakac po poreklo biti 
23134,ENG30-01036383-a,koji i izvorno pripadati područje na koji se nalaziti 
23135,ENG30-01037022-a,koji koji mesto po rođenje pripadati 
23136,ENG30-01041762-v,zatražiti od koji da doći 
23137,ENG30-01045216-a,"( za govorni i pisan jezik ) koji se pridržavati tradicionalan jezički norma i uzdržavati se od neformalan , skraćen i kolokvijalan oblik "
23138,ENG30-01045518-a,"koji odgovarati književnost , pre nego svakodnevan govor ili pisanje "
23139,ENG30-01045963-a,koji jesam karakterističan za neformalan govorni jezik ili govor 
23140,ENG30-01046226-a,koji jesam karakterističan ili prikladan za svakodnevan jezik 
23141,ENG30-01046553-a,napisati ili prenositi u oblik pismo ili dopis 
23142,ENG30-01047338-n,čin vraćanje aktivnost i značaj nešto 
23143,ENG30-01048171-v,lajati visok ton 
23144,ENG30-01048939-v,naglo ispustiti grub krik 
23145,ENG30-01051118-v,"ispuštai neujednačen zvuk , koji varirati u pogled jačina i učestalost "
23146,ENG30-01055146-v,proizvesti klik 
23147,ENG30-01055266-v,izgovoriti sa triler ( fonema ` r ` ) 
23148,ENG30-01056411-n,kratak stanka u tok kakav putovanje 
23149,ENG30-01061320-v,preneti kakav informacija 
23150,ENG30-01061481-v,"označiti kakav simbol , formula itd . "
23151,ENG30-01062393-a,u veza sa politički telo 
23152,ENG30-01062739-v,"poslati poruka ili pokušati da koji doći putem radio , telefon , itd ; napraviti signal u cilj prenošenje poruka "
23153,ENG30-01064148-n,sloboda od biti kakav aktivnost ( rad ili napor ili odgovornost ) 
23154,ENG30-01067577-n,čin usporavanje ili zaostajanje 
23155,ENG30-01067995-v,pročitati naglas da biti proveriti šta faliti ili ko jesam odsutan 
23156,ENG30-01069638-v,dodeliti prema presuda ( pravnički terminologija ) 
23157,ENG30-01070777-v,"početi govoriti , razumeti , čitati i pisati kakav jezik "
23158,ENG30-01071090-n,čin tolerisanje šta 
23159,ENG30-01071213-n,ublažavanje kazna ili oslobađanje od kakav neprijatan dužnost od strana sudija ili roditelj ili nastavnik 
23160,ENG30-01071411-n,popustljivost i saosećanje koji prema počinilac kakav krivičan delo pokazivati lice ili agencija zadužen za sprovođenje pravda 
23161,ENG30-01072565-n,? act of fulfilling a desire Or need Or appetite 
23162,ENG30-01072780-n,? the act Or an instanca of satisfying 
23163,ENG30-01073241-n,? the act of indulging Or gratifying a desire 
23164,ENG30-01074694-n,? the act of blocking 
23165,ENG30-01079480-v,"sa kakav se protivnik u sport , igra ili bitka nadmetati "
23166,ENG30-01080064-v,koristiti ili pomerati 
23167,ENG30-01080691-v,snimati ili glumiti na poseban način 
23168,ENG30-01082606-v,postati učesnik ; biti uključiti u šta 
23169,ENG30-01089635-n,aktivnost ili poklon koji koristiti širok javnost 
23170,ENG30-01099592-v,nemati uspeh u postizanje pobeda 
23171,ENG30-01100672-v,biti uspešan u šta 
23172,ENG30-01101571-v,osigurati prolazak ili usvajanje ( zakon i predlog ) 
23173,ENG30-01102256-n,( računarstvo ) upotreba mikroračunara sa grafički mogućnost za proizvodnja štampan materijal 
23174,ENG30-01102863-a,kamenit i strm 
23175,ENG30-01103021-a,"koji jesam primenjljiv na šta ili koji se odlikovati šta što jesam posebno , naročito ili jedinstveno "
23176,ENG30-01103430-a,koji obilovati pesak 
23177,ENG30-01106614-a,koji rasti ili se pojavljivati u mnogi deo svet 
23178,ENG30-01106815-a,izvoran ili ograničiti na odrediti region 
23179,ENG30-01107206-a,koji jesam karakterističan za ili koji odražavati takav oblik vlast u koji jesam vlast podeliti između jedan centralni i nekoliko regionalan uprava 
23180,ENG30-01107521-a,koji jesam karakterističan za ili koji odražavati takav oblik vlast u koji sav moć držati centralni vlast 
23181,ENG30-01111028-v,"zadobiti kakav prednost , kao što jesam bod itd . "
23182,ENG30-01111375-n,čin plaćanje za korišćenje nešto ( kao stan ili kuća ili auto ) 
23183,ENG30-01111750-n,komercijalan delatnost kupovina i uvoz roba iz koji inostran zemlja 
23184,ENG30-01111816-v,dobiti poen u igra 
23185,ENG30-01112132-n,tajno uvoziti zabranjen roba ili roba na koji se imati platiti carina 
23186,ENG30-01112420-n,"komercijalan proces koji jesam na snaga u tok promocija , prodaja i distribucija kakav proizvod ili usluga "
23187,ENG30-01113806-v,povući se 
23188,ENG30-01115585-v,odustati ili pristati na odustajanje od vlast ili vlasništvo u korist drugi 
23189,ENG30-01116447-v,prestati opirati se ; prestati boriti se 
23190,ENG30-01118449-v,preuzeti inicijativa i krenuti u ofanziva 
23191,ENG30-01120855-n,čin nameran neplaćanje novac 
23192,ENG30-01122149-n,čin trošenje ili isplata novac 
23193,ENG30-01123148-a,"imati poželjan ili pozitivan kvalitet , posebno onaj koji jesam pogodan za određenu stvar "
23194,ENG30-01123304-n,velik migracija ljudi ka novootkriven nalazište zlato 
23195,ENG30-01123887-v,"napraviti strateški , agresivan napad na neprijatelj , protivnik ili meta "
23196,ENG30-01124246-n,mehanizam društven kontrola za sprovođenje društven standard 
23197,ENG30-01125429-a,imati neželjen ili negativan kvalitet 
23198,ENG30-01127245-n,čin prisiljavanje sila ili autoritet 
23199,ENG30-01127623-n,čin nametanje nešto ( kao što jesam porez ili embargo ) 
23200,ENG30-01128390-n,kontrola nad društvo putem dominacija 
23201,ENG30-01128655-n,čin savladavanje ili potčinjavanje neki 
23202,ENG30-01129201-v,držati šta naciljan i u domet kakav vatren oružje 
23203,ENG30-01129363-n,socijalizacija kroz obuka i obrazovanje 
23204,ENG30-01129532-n,odgajiti neki tako da biti prihvatiti kao član zajednica 
23205,ENG30-01129977-a,moralno primeran 
23206,ENG30-01133825-v,uyrokovati da opasti 
23207,ENG30-01134238-v,opaliti ili se isprazniti 
23208,ENG30-01134781-v,ispaliti pucanj 
23209,ENG30-01136519-n,čin organizovanje poslovan aktivnost ili aktivnost koji jesam s posao u veza 
23210,ENG30-01137987-n,čin nametanje nov organizacija ; promena u organizacija ( često uključivati velik i drastičan promena ) 
23211,ENG30-01138204-a,koji karakterisati litica 
23212,ENG30-01138911-v,kladiti se ( za novac ) 
23213,ENG30-01139194-n,čin izdavanje formalan ( obično pisan ) ovlašćenje 
23214,ENG30-01140658-n,mandat koji se davati vlada i njen politika putem izborni pobeda 
23215,ENG30-01140839-n,ovlašćivanje podređen da donositi odrediti odluka 
23216,ENG30-01141160-n,izdavanje ovlašćenje ( posebno od centralni regionalan vlada ) 
23217,ENG30-01141841-n,čin dozvoljavanje 
23218,ENG30-01143838-v,loviti ( divalj životinja ) za hrana ili zabava 
23219,ENG30-01148710-v,koji strana držati ; uz koji stati ; za koji snažan podrška izraziti 
23220,ENG30-01149138-v,koji štititi ili se za koji boriti kao pokrovitelj 
23221,ENG30-01150200-n,"čin lišavanje koji hrana , novac ili prava "
23222,ENG30-01150467-n,čin osiromašivanje neki 
23223,ENG30-01150662-n,čin lišavanje hrana ili izlaganje glad 
23224,ENG30-01150938-n,čin pristajanje ( kao što jesam pristupanje čiji zahtev ) 
23225,ENG30-01151097-n,čin pridobijanje čiji pristanak ili uzrokovanja da neki biti naklonjen 
23226,ENG30-01151407-n,čin smirivanje i napuštanje nepoverenje i neprijateljstvo 
23227,ENG30-01153861-n,"( politika ) obezbeđivati usluga , ugovor i pozicija u zamjenu za politički podrška "
23228,ENG30-01154237-n,diskriminacija u korist fizički sposoban 
23229,ENG30-01154373-n,diskriminacija protiv sredovečan i star populacija 
23230,ENG30-01154900-n,prednost ukazan rođak ili blizak prijatelj od strana onaj koji jesam na vlast ( npr . obezbeđivanje posao ) 
23231,ENG30-01155044-n,diskriminacija ili zlostavljanje pripadnik drugi rasa 
23232,ENG30-01155090-v,dostignuti i eventualno prestignuti 
23233,ENG30-01155893-n,diskriminacija ili zlostavljanje pripadnik suprotan pol 
23234,ENG30-01156070-n,aktivnost koji ukazivati na uverenje da jesam muškarac superioran u odnos na žena 
23235,ENG30-01156115-v,kladiti se 
23236,ENG30-01158690-n,nametanje standard ili propis 
23237,ENG30-01159025-n,čin stabilizacija šta ili poboljšanje stabilnost 
23238,ENG30-01159776-n,čin stiliziranja - činiti da se šta određenom stilo prilagoditi 
23239,ENG30-01167146-n,čin poslušnost ; poslušno ili pokoran ponašanje prema drugi osoba 
