ID,POS,NEG,Lemme,Definicija,Vrsta
ENG30-01579410-n,0.0,0.0,"gakuša,vrana gakuša,gačac,gak,gal,galež,galovrana,Corvus frugilegus","Široko rasprostranjena društvena ptica prodornog glasa, gnezdi se u visokom drveću u gradskim parkovima.",n
ENG30-13689411-n,0.0,0.0,"ngultrum,butanski ngultrum,BTN",osnovna novčana jedinica Butana,n
ENG30-13184873-n,0.0,0.0,"Blechnum,rod Blechnum",U nekim klasifikacijama se smešta u porodicu Polypodiaceae; suvozemna paprat rasprosranjena po svetu.,n
ENG30-11640471-n,0.0,0.0,rod Sequoia,Sekvoja; do nedavno se smatrao rod posebne porodice Taxodiaceae.,n
ENG30-01304629-n,0.0,0.0,Francusko-pruski rat,rat između Francuske i Pruske kojim je okončano Drugo carstvo u Francuskoj i uspostavljena Nemačka država; 1870-1871,n
ENG30-07586318-n,0.0,0.0,supa sa karijem,"istočno indijska supa sa ukusom karija, sprema se sa mesom ili piletinom",n
ENG30-01024643-n,0.0,0.0,"mapiranje,mapiranje hromozoma",(genetika) proces određivanja položaja gena na hromozomu,n
ENG30-08967868-n,0.0,0.0,Monako,Ustavna monarhija u maloj enklavi na francuskoj rivijeri.,n
ENG30-06949506-n,0.0,0.0,"moderni engleski,savremeni engleski",engleski od 1450. godine,n
ENG30-01654957-n,0.0,0.0,"Gymnophiona,red Gymnophiona,beznošci,beznogi vodozemci",Rod vodozemaca koji uključuje ceciliju.,n
ENG30-00957378-v,0.0,0.0,"definirati,definisati,objasniti",proizvesti definiciju za značenje koje reči,v
ENG30-02078591-v,0.0,0.0,uvesti,Dovesti novog čoveka ili predmet u poznato okruženje.,v
ENG30-08147794-n,0.0,0.0,"red,sveštenički red",grupa ljudi koja živi po pravilima vere,n
ENG30-02003204-n,0.0,0.0,"marabu,Leptoptilus crumeniferus","Velika afrička crno-bela ptica, jakog kljuna i golog vrata iz porodice tropskih roda.",n
ENG30-15074772-n,0.0,0.0,šljunkovita glina,"nestratifikovano tlo koje taloženjem formira glečer; sastoji se od smeše peska, gline, šljunka i oblutaka",n
ENG30-02281552-n,0.0,0.0,"Lycaenidae,porodica Lycaenidae","Porodica malih, obično šarenih leptirova; mužjaci imaju kratke prednje noge.",n
ENG30-01203986-a,0.0,0.0,"rangiran,stratifikovan",onaj kojem je određeno mesto u skali na osnovu procene ili ranga;,a
ENG30-07757990-n,0.0,0.0,višnja,Kisele trešnje koje se koriste za kolače i zimnicu.,n
ENG30-13167078-n,0.0,0.0,rod paprati,Rodovi paprati i srodnih vrsta.,n
ENG30-02287209-v,0.0,0.0,pokriti,Platiti nešto.,v
ENG30-08542081-n,0.0,0.0,klimatska zona,Neka geografska zona podeljena neodređeno prema klimi i širini.,n
ENG30-06938294-n,0.0,0.0,tahićanski,okeanijski jezik kojim se govori na Tahitiju,n
ENG30-06976244-n,0.0,0.0,lidijski,anatolski jezik,n
ENG30-09296937-n,0.0,0.0,Aljaski zaliv,zaliv u Tihom okeanu između Aljaskog polusotrva i arhipelaga Aleksandar,n
ENG30-15126931-n,0.0,0.0,Paleozoik,od pre 544 miliona do približno 230 miliona godina,n
ENG30-09951524-n,0.0,0.0,drug,član komunističke partije,n
ENG30-02769128-a,0.0,0.0,"imenski,nominalan,nominalni",koji se odnosi na ili konstituiše ili nosi ili daje ime,a
ENG30-01184814-n,0.0,0.0,"sudski postupak,pravni postupak",Institucija niza koraka kroz koje se priziva pravno delovanje,n
ENG30-07702057-n,0.0,0.0,vonton,kineske knedle ispunjene začinjenim mlevenim svinjskim mesom; obično se služe u supi,n
ENG30-04033425-n,0.0,0.0,"kraljica,dama",Jedna od četiri karte iz špila na čijem je licu slika kraljice.,n
ENG30-12897493-n,0.0,0.0,"krompir,krumpir,Solanum tuberosum",Jednogodišnja biljka rodom iz Južne Amerike koja ima podzemnu jestivu stabljiku; rasprostranjena baštenska biljka; loza je otrovna.,n
ENG30-01655116-n,0.0,0.0,"Caeciliidae,porodica Caeciliidae,Caeciliadae,porodica Caeciliadae",Poklapa se sa redom Gymnophiona: vodozemci bez udova.,n
ENG30-02453890-n,0.0,0.0,"Xenarthra,podred Xenarthra",oklopnici; američki mravojed; lenjivci.,n
ENG30-13677889-n,0.0,0.0,gabonski franak,bivša osnovna novčana jedinica Gabona,n
ENG30-07927931-n,0.0,0.0,kola,gazirano piće obogaćeno ekstraktom voća Kola,n
ENG30-09595957-n,0.0,0.0,Orest,u grčkoj mitologiji sin Agamemnona i Klitamenestre; njegova sestra Elektra ga je ubedila da osveti Agamemnonovu smrt tako što će ubiti Klitamenestru i Egista,n
ENG30-06982487-n,0.0,0.0,malto,dravidski jezik kojim govori narod Malto,n
ENG30-10497202-n,0.0,0.0,nadrilekar,Neobučena osoba koja se pretvara da je lekar i deli lekarske savete.,n
ENG30-12706644-n,0.0,0.0,"Rutaceae,porodica Rutaceae,rute",Familija biljaka dikotiledona iz reda Geraniales; ima cvetove koji se dele u četiri ili pet delova i obično jako mirišu.,n
ENG30-06981289-n,0.0,0.0,"kui,kondski",dravidski jezik kojim govore Kui u jugoistočnoj Indiji,n
ENG30-12719277-n,0.0,0.0,"Tropaeolaceae,porodica Tropaeolaceae",Poklapa se s rodom Tropaeolum.,n
ENG30-01219551-n,0.0,0.0,"nagrada,odlikovanje,počast,podrška",čin izvršen radi podrške ponašanju koje se odobrava,n
ENG30-04360501-n,0.0,0.0,nosač,Noseća struktura koja obezbeđuje osnov.,n
ENG30-09733899-n,0.0,0.0,Tajvanac,stanovnik Tajvana ili poreklom s Tajvana,n
ENG30-09570114-n,0.0,0.0,Faetont,u grčkoj mitologiji Helijev sin; poginuo kada je vozio očeve kočije i došao suviš eblizu zemlji,n
ENG30-12303083-n,0.0,0.0,forzicija,"Biljke ovog roda su listopadni žbunovi visine do 3 m, sa korom sivobraon boje; listovi su naspramni, kod većine vrsta prosti (javljaju se i trostruki), dužine do 12 cm; cvetovi se razvijaju u rano proleće, pre listanja, krunični listići su jarko žuti, spojeni samo pri osnovi; plod je čaura, sa brojnim okriljenim semenima.",n
ENG30-14248541-n,0.0,0.0,miom,benigni tumor sačinjen od mišićnog tkiva,n
ENG30-01317089-n,0.0,0.0,tovarna životinja,Životinja kao magarac ili vo ili slon koja se koristi za prenos tereta ili druge teške poslove.,n
ENG30-12355320-n,0.0,0.0,"Zingiberaceae,porodica Zingiberaceae",Porodica tropskih biljaka monokotiledona iz reda Musales.,n
ENG30-06072912-n,0.0,0.0,ihtiologija,grana zoologije koja proučava ribe,n
ENG30-09034550-n,0.0,0.0,"Tanzanija,Ujedinjena republika Tanzanija",TZ,n
ENG30-01035007-a,0.0,0.0,"egzotičan,nepoznat,stran,strani,tuđi","koji je ili sa drugog mesta ili kraja sveta, ili koji je za drugo mesto ili kraj sveta karakterisatičan",a
ENG30-00812274-n,0.0,0.0,"hvatanje,stezanje,uzimanje",čin kada se šta rukama čvrsto stegne,n
ENG30-00445548-a,0.0,0.0,udaljen,"Razdvojen u prostoru ili vremenu, ili koji dolazi iz daljine.",a
ENG30-00962722-n,0.0,0.0,revolucija,Svrgavanje vlade od strane podanika.,n
ENG30-07633743-n,0.0,0.0,kolač sa suvim šljivama,Sočni kolač u kojem se nalaze izgnječene suve šljive.,n
ENG30-02502212-n,0.0,0.0,"Čnocephalidae,familija Čnocephalidae",Familija reda Dermoptera.,n
ENG30-07652696-n,0.0,0.0,teleći mozak,teleći mozak koji se priprema kao hrana,n
ENG30-01871979-v,0.0,0.0,"gurati,gurnuti",Pomeriti s upotrebom sile.,v
ENG30-03909160-n,0.0,0.0,klatno,Sprava koja se sastoji od tela koje je tako postavljeno da može slobodno da se ljulja pod uticajem gravitacije.,n
ENG30-06014043-n,0.0,0.0,"analiza,matematička analiza","grana matematike koja se bavi infinitezimalnim računom i limesima, nizovima, redovima, integracijom i izvodima",n
ENG30-14199477-n,0.0,0.0,"gušavost,struma,Struma colloides cystica glandulae thyreoideae",nenormalno uvećana štitasta žlezda do čega može doći zbog nedovoljne ili hiperprodukcije hormona ili zbog nedostatka joda u ishrani,n
ENG30-13754293-n,0.0,0.0,"dodatak,povećanje",Veličina koja se dodaje.,n
ENG30-02433796-n,0.0,0.0,"Rangifer,rod Rangifer",Irvas ili sob.,n
ENG30-14003432-n,0.0,0.0,izostazija,"stanje ravnoteže masa, blokova Zemljine kore, u odnosu na potkorne fluidalne mase po kojima pluta",n
ENG30-02069412-n,0.0,0.0,"obični dupin,Delphinus delphis",Crno-beli delfin koji visoko iskače iz vode; ima ih u Sredozemnom moru i Jadranu.,n
ENG30-03416489-n,0.0,0.0,garaža,zgrada (ili deo zgrade) za smeštanje automobila,n
ENG30-14690335-n,0.0,0.0,pentokisd,oksid koji ima 5 atoma kiseonika u molekulu,n
ENG30-01880113-v,0.0,0.0,"tući,udarati,lupati",Kretati se ritmički; o srcu ili motorima.,v
ENG30-06327718-n,0.0,0.0,prvo lice,oblik zamenice ili glagola kojim se označava govornik u datom diskursu,n
ENG30-10677271-n,0.0,0.0,"dobavljač,isporučilac,snabdevač",Neko čiji je posao da snabdeva potrošače određenom uslugom ili dobrom.,n
ENG30-11953038-n,0.0,0.0,"radič,žutenica,Cichorium intybus foliosum",Godišnja zeljasta biljka iz starog sveta koja imza zrakaste glace cvetova; gaji se zbog korena i glave od sočnog jestivog lišća koje se koristi za salatu.,n
ENG30-02009200-v,0.0,0.0,"ostajati,ostati,zadržati se,zadržavati se,zaostati",ostati iza,v
ENG30-02817799-n,0.0,0.0,instrument s jezičcima od trske,Instrument koji zvuči pomoću jezičaka od trske.,n
ENG30-01117541-n,0.0,0.0,"prodaja,prodavanje",Opšta aktivnost kojom se nešto prodaje.,n
ENG30-06942699-n,0.0,0.0,jermenski,indoevropski jezik kojim se govori uglavnom u Jermeniji,n
ENG30-02126465-n,0.0,0.0,"tigrasta mačka,Felis tigrina",Divlja mačka srednje veličine iz Centralne i Južne Amerike koja ima tamno prugasto krzno.,n
ENG30-03201638-n,0.0,0.0,večernja haljina,"Formalna odeća, koja se nosi uveče.",n
ENG30-04052757-n,0.0,0.0,"memorija sa direktnim pristupom,memorija sa nasumičnim pristupom,RAM,slučajnopristupna memorija,čtaća/pisaća memorija","uobičajena računarska memorija koju programi koriste da obave neophodne operacije; memroisjki čip koga čini integrisano kolo dozovljava da se memoriji pristupa u bilo kom redu, a svakoj ćeliji se pristupa za privližno isto vreme",n
ENG30-06327551-n,0.0,0.0,"relativna zamenica,odnosna zamenica","zamenica (kao 'koji' ili 'čiji') kojom se odnosna rečenica uvodi u imeničku sintagmu, pri čemu upućuje na centar te sintagme",n
ENG30-04540761-n,0.0,0.0,galvanska ćelija,elektrohemijska ćelija koja generiše elektromotornu snagu pomoću ireverzibilne konverzije hemijske u električnu energiju; ne može da se puni,n
ENG30-08556065-n,0.0,0.0,dodatni prostor na disku,(računarstvo) prostor na disku potreban za informacije koje nisu podaci (koristi se za lokaciju i vremenski raspored),n
ENG30-02454119-n,0.0,0.0,"Dasypodidae,porodica Dasypodidae,oklopnici",oklopnici,n
ENG30-03164192-n,0.0,0.0,podatkovni multipleksor,multipleksor koji dozvoljava da dva ili više podatkovnih izvora dele isti transmisioni medijum,n
ENG30-09632274-n,0.0,0.0,"nestručnjak,laik",osoba kojoj nedostaje tehnička obuka,n
ENG30-02624167-n,0.0,0.0,skuša,Neka od riba iz porodice Scombridae.,n
ENG30-01323518-v,0.0,0.0,kamenovati,Ubiti nekoga gađanjem kamenjem.,v
ENG30-12455342-n,0.0,0.0,"Colchicum,rod Colchicum",Višegodišnja trave koje uglavnom cvetaju u jesen; ponekad se smeštaju u porodicu Colchicaceae.,n
ENG30-13483061-n,0.0,0.0,Folijacija,(geologija) raspoređivanje slojeva u steni u obliku listova,n
ENG30-10448983-n,0.0,0.0,policajac,Pripadnik policijskih snaga.,n
ENG30-00378479-n,0.0,0.0,paljenje,čin kojim se nešto pali,n
ENG30-07919572-n,0.0,0.0,bela kafa,Kafa sa isto toliko vrućeg mleka.,n
ENG30-13875185-n,0.0,0.0,disk,Nešto sa okruglim oblikom kao ravna okrugla tacna.,n
ENG30-13679038-n,0.0,0.0,franak Burkine Faso,bivša osnovna novčana jedinica Burkine Faso,n
ENG30-06310237-n,0.0,0.0,objekat,(gramatika) rečenični konstituent kojim se označava ono na šta deluje radnja,n
ENG30-07657757-n,0.0,0.0,bok,odrezak sa mesnatog dela boka životinje između rebara i noge,n
ENG30-09171560-n,0.0,0.0,Negev,pustinja na jugu Izraelu,n
ENG30-11703669-n,0.0,0.0,lovor,Neko od raznovrsnih drveća iz familije lovorika.,n
ENG30-00982779-v,0.0,0.0,"komparirati,porediti",formirati komparativ ili superlativ prideva ili priloga,v
ENG30-11891838-n,0.0,0.0,"Malcolmia,rod Malcolmia",Biljni rod koji se obično sreće u pribalnim staništima; od Mediterana do Avganistana.,n
ENG30-00446493-n,0.0,0.0,"borba,bokserski meč",Boksersko nadmetanje.,n
ENG30-07584332-n,0.0,0.0,čorba od školjki,gusta kremasta supa od školjki,n
ENG30-13701482-n,0.0,0.0,"novčana jedinica Litvanije,litvanska novčana jedinica",novčana jedinica Litvanije,n
ENG30-02435634-v,0.0,0.0,"infiltrirati se,uvući se,ubaciti se",Ući u grupu ili organizaciju u cilju špijuniranja članstva.,v
ENG30-06384593-n,0.0,0.0,elegijski distih,katren u jampskom pentametru sa shemom rime abab,n
ENG30-06967282-n,0.0,0.0,judeo-španski,španski dijalekt kojim govore seferdski Jevreji pa piše se hebrejskim pismom,n
ENG30-14631871-n,0.0,0.0,"bor,B,atomski broj 5","redak element u prirodi, a pojavljuje se u malim koncentracijama u silikatnim mineralima",n
ENG30-02960975-a,0.0,0.0,švajcarski,"koji se tiče Šajcarske, njenih ljudi i kulture",a
ENG30-03380867-n,0.0,0.0,obuća,zaštita za nečija stopala,n
ENG30-07607138-n,0.0,0.0,pralina,malo parče čokolade kupastog oblika koje se jede u jednom zalogaju,n
ENG30-14649543-n,0.0,0.0,"platina,Pt,atomski broj 78","Težak vredan metal; sivo-bele boje, otporan na koroziju' javlja se u nekim rudama nikla i bakra.",n
ENG30-13372961-n,0.0,0.0,"sredstvo plaćanja,monetarni sistem",Bilo šta što je opšte prihvaćeno kao standard vrednosti ili mera bogatstva u određenoj zemlji ili regionu.,n
ENG30-08366753-n,0.0,0.0,"ekonomija,ekonomika,ekonomski sistem","Sistem proizvođnje, distribucije i potrošnje.",n
ENG30-11883328-n,0.0,0.0,"šeboj,Cheiranthus cheiri,Erysimum cheiri","Višegodišnja biljka južne Evrope koja ima kite mirisnog cveća raznih boja, posebno žutog i narandžastog; često se nalazi na starim zidinama i stenju; ponekad se smešta u rod Erysimum.",n
ENG30-15141693-n,0.0,0.0,prošlost,Raniji period u nečijem životu (posebno neki za koji ima razloga da krije).,n
ENG30-04365751-n,0.0,0.0,libela,merni instrument koji se sastoji uglavnom od malog teleskopa sa pričvršćenom libelom koja se vrti oko vertikalne ose i koji se koristi za merenje relativne visine zemlje,n
ENG30-07176073-n,0.0,0.0,pristanak,(ugovorno pravo) reči kojima se daje pristanak na uslove neke ponude (čime nastaje ugovor),n
ENG30-09299727-n,0.0,0.0,Suecki zaliv,severozapadni deo Crvenog mora koji se povezuje sa Sredozemnim morem preko Sueckog kanala,n
ENG30-02046171-n,0.0,0.0,"severni ronac,Plautus alle",mala alka kratkog kljuna koje ima mnogo u arktičkim predelima,n
ENG30-03011521-n,0.0,0.0,tabla na kvadrate,Tabla koja ima 64 polja naizmence obojena.,n
ENG30-07641928-n,0.0,0.0,"riblja pljeskavica,riblji kolačić",prxzena loptica ili pljeskavica ribljeg mesa i pire krompira,n
ENG30-11719468-n,0.0,0.0,"Ranunculaceae,porodica Ranunculaceae,žabljake,žabnjače",Familija Ranunculaceae.,n
ENG30-04501713-n,0.0,0.0,rotaciona ploča,rotaciona platforma sa šinama; koristi se za automobile i vagone,n
ENG30-08902894-n,0.0,0.0,Pendžab,istorijsko područje na severozapadu Indije i severu Pakistana,n
ENG30-14588492-n,0.0,0.0,kompozicija,Mešavina sastojaka.,n
ENG30-01096497-v,0.0,0.0,"funkcionisati,delovati",imati ulogu službenika u posebnoj funkciji,v
ENG30-00147595-n,0.0,0.0,pričvršćivanje,čin spajanja stvari zajedno,n
ENG30-06306945-n,0.0,0.0,"vezani oblik,vezani morfem,vezana morfema","morfema koja se ne može upotrebiti samostalno, već se javlja samo kao deo reči",n
ENG30-01984902-v,0.0,0.0,"sedeti,sesti",sesti,v
ENG30-13456899-n,0.0,0.0,"raspad,radioaktivni raspad",Spontana dezintegracija radioaktivne supstance zajedno za emisijom jonizirajuće radijacije.,n
ENG30-02557318-n,0.0,0.0,"grgeč,bandar,bulješ,kostreš,Perca fluviatilis",Grgeč iz Evrope.,n
ENG30-13099833-n,0.0,0.0,zimzelena biljka,biljka koja ima trajnu krošnju koja ostaje zelena tokom cele godine,n
ENG30-02235761-n,0.0,0.0,"Mantidae,porodica Mantidae,Manteidae,porodica Manteidae",Bogomoljka,n
ENG30-06933931-n,0.0,0.0,tibetski,himalajski jezik kojim se govori na Tibetu,n
ENG30-14441230-n,0.0,0.0,nečasnost,Stanje krajnje sramote.,n
ENG30-07768423-n,0.0,0.0,bokvica,"kruto voće koje podseća na bananu; jede se uvek kuvano, kao sortirano povrće u tropskim predelima",n
ENG30-06820212-n,0.0,0.0,supskript,karakter ili simbol koji se nalazi ispod drugog karaktera ili malo niže uz drugi karakter,n
ENG30-01838651-v,0.0,0.0,"lebdeti,lelujati,plutati","lagano se pomerati, kao da visi",v
ENG30-00122661-n,0.0,0.0,"lansiranje,ispaljivanje",Čin ispaljivanja projektila.,n
ENG30-06977948-n,0.0,0.0,"arkadski,arkadijski",dijalekat antičkog grčkog kojim su govorili Arkađani,n
ENG30-07576182-n,0.0,0.0,"bife,švedski sto",obrok na bazi švedskog stola gde se gosti sami služe,n
ENG30-01357967-n,0.0,0.0,"Schizophyta,razdeo Schizophyta",Raniji naziv za Čanophyta,n
ENG30-01796870-n,0.0,0.0,"Tetrao,rod Tetrao",Rod familije Tetraonidae: tetreb.,n
ENG30-01802895-n,0.0,0.0,"Phasianus,rod Phasianus",Tipski rod porodice Phasianidae: fazani,n
ENG30-03417345-n,0.0,0.0,"vrt,bašta",komad zemlje gde se uzgajaju biljke,n
ENG30-03699280-n,0.0,0.0,lira,Kod starih Grka instrument sa žicama koje su davale određen ton; broj žica raznovrstan.,n
ENG30-00874067-n,0.0,0.0,"ocena,procenjivanje,sud",Čin procenjivanja ili prosuđivanja.,n
ENG30-06500937-n,0.0,0.0,pasoš,javna isprava koju država izdaje svom državljaninu za putovanje u inostranstvo i povratak u domovinu,n
ENG30-06967710-n,0.0,0.0,retro-romanski,romanski dijalekt kojim se govori u delovima jugoistočne Šajcarske i na severu Italije i u Tirolu,n
ENG30-08248157-n,0.0,0.0,orkestar,Instrumentalisti uključujući gudače.,n
ENG30-08570758-n,0.0,0.0,sportski teren,Komad zemlje pripremlje za neku sportsku igru.,n
ENG30-09499338-n,0.0,0.0,Narcis,u grčkoj mitologiji lepi mladić koji se zaljubio u sopstveni odraz,n
ENG30-01666327-v,0.0,0.0,šiti,Praviti odeću pomoću tkanine.,v
ENG30-07131511-n,0.0,0.0,"akcenat,akcent,dijalekt,naglasak",poseban način oralnog izražavanja,n
ENG30-06329909-n,0.0,0.0,"istorijski prezent,pripovedački prezent,narativni prezent",prezent koji se koristi kako bi se opisale prošle radnje ili stanja,n
ENG30-02867945-a,0.0,0.0,muzikološki,koji se odnosi na muzikologiju,a
ENG30-02518324-n,0.0,0.0,"som,Silurus glanis",Veliki izduženi som centralne i istočne Evrope.,n
ENG30-08780510-n,0.0,0.0,Olandska ostrva,"arhipelag od oko 6.000 ostrva u Botničkom zalivu, pripada Finskoj",n
ENG30-06573472-n,0.0,0.0,proveravajući program,program koji ispituje druge računarske programe da li su sintaksički ispravni,n
ENG30-02442172-n,0.0,0.0,"hermelin,zerdav,velika lasica,Mustela erminea",Kuna koji živi na severnoj polulopti u svom belom zimskom krznu.,n
ENG30-05448501-n,0.0,0.0,neuroblast,ćelija iz koje se razvija nervna ćelija,n
ENG30-02325558-v,0.0,0.0,"žrtvovati,prinositi žrtvu",učiniti žrtvu od nečega u religijskim ritualima,v
ENG30-11607392-n,0.0,0.0,"Coniferales,red Coniferales,četinari",Vrlo razgranato i uglavnom zimzeleno drveće i poneko žbunje koje ima usko igličasto lošće.,n
ENG30-03154316-n,0.0,0.0,kuter,jedrilica sa jednim jarbolom koji je postavljan više unazad nego kod obične jedrilice,n
ENG30-07922764-n,0.0,0.0,topla čokolada,"piće koje se pravi od kakao praha, mleka i šećera; obično se pije vruće",n
ENG30-15169873-n,0.0,0.0,"sedmica,nedelja",bilo koji period od sedam uzastopnih dana,n
ENG30-02099712-n,0.0,0.0,labrador,"Rasa poreklom sa Labradora, ima kratku crnu ili zlatnožutu dlaku.",n
ENG30-05238036-n,0.0,0.0,"omotač,ovojnica",spoljno zaštitno tkivo,n
ENG30-01359543-a,0.0,0.0,"ispeglan,opeglan",(odnosi se na odeću) onaj koji je obrađen vrućom peglom,a
ENG30-02433318-n,0.0,0.0,"lopatar,lanjac,jelen lopataš,jelen lopatar,šareni jelen,Dama dama",Mali evroazijski jelen.,n
ENG30-04550840-n,0.0,0.0,vrsta proizvoda,predmeti od iste vrste materijala; obično se koristi u kombinaciji sa pridevom,n
ENG30-02059723-n,0.0,0.0,"Macronectes,rod Macronectes",gigantska zlogodnica,n
ENG30-07752109-n,0.0,0.0,trnjina,"malo, tamno ljubičasto voće sa drveta Allegheny šljive",n
ENG30-00464894-n,0.0,0.0,golf,Igra koja se igra na velikom otvorenom terenu koji ima 9 ili 18 rupa; cilj je da se se loptica ubaci u rupe sa što je moguće manje udaraca.,n
ENG30-09269972-n,0.0,0.0,talog,Sediment koji se slegao na dnu tečnosti.,n
ENG30-13697380-n,0.0,0.0,"novčana jedinica Jemena,jemenska novčana jedinica",novčana jedinica Jemena,n
ENG30-06952249-n,0.0,0.0,niskonemački,germanski dijalekat kojim se govori u severnoj Nemačkoj,n
ENG30-07918706-n,0.0,0.0,svizl,"vrsta penušavog mešanog pića koje se najčešće pravi od ruma, soka od lajma i šećera, promućkano sa ledom, u visokoj čaši",n
ENG30-00965871-v,0.0,0.0,"objaviti,obznaniti",javno ili službeno najaviti,v
ENG30-09592848-n,0.0,0.0,Odisej,u grčkoj mitologiji čuveni mitski grčki junak; njegov povratak na Itaku posle opsade Troje je opisan u Odiseji,n
ENG30-13540791-n,0.0,0.0,operacija štampanja,operacija koja upravlja štampanjem ili prikazom informacija,n
ENG30-02281987-n,0.0,0.0,"Lycaena,rod Lycaena","Rod iz porodice Lycaenidae; mali tanki leptiri čija je gornja površina krila obično metalnoplava, zalena ili bakrena.",n
ENG30-12140137-n,0.0,0.0,"Sporobolus,rod Sporobolus",Godišnja ili višegodišnja trava; sejačica.,n
ENG30-07931452-n,0.0,0.0,punč sadioca,koktel od ruma i soka od limuna ili lajma sa šećerom i ponekad gorkim listom,n
ENG30-09908025-n,0.0,0.0,"momak,dasa,frajer",Mladić ili muškarac,n
ENG30-02086079-n,0.0,0.0,pekinezer,Kineska vrsta malih pasa kratkih nog sa dugačkom svilenkastom dlakom i širokom pljosnatom njuškom.,n
ENG30-09245964-n,0.0,0.0,cirus,beli oblak koji se sastoji obično od finih ledenih kristala i javlja na velikim visinama,n
ENG30-11449658-n,0.0,0.0,električno polje,polje koje okružuje naelektrisanu česticu,n
ENG30-00614224-n,0.0,0.0,pisanje,Aktivnost uobličavanja nečega u pisani oblik.,n
ENG30-01906749-n,0.0,0.0,"spužva,sunđer","Najniži tip višećelijskih životinja koje žive najčešće u moru, pojedinačno ili u kolonijama, pričvršćene na dno ili predmete.",n
ENG30-02574651-n,0.0,0.0,"Echeneididae,porodica Echeneididae,porodica Echeneidae",Ribe koje imaju sisaljku u obliku diska na glavi za kačenje na druge ribe i brodove.,n
ENG30-04419868-n,0.0,0.0,"termoštampač,termički štampač",štampač koji stvara slovne znake tako što prenosi toplotu na posebnu vrstu papira koji je osetljiv na toplotu,n
ENG30-00219403-v,0.0,0.0,"osušiti se,sušiti se,prosušiti se",Postati suv ili suvlji.,v
ENG30-07665308-n,0.0,0.0,"teletina,teleće meso",Meso od teleta.,n
ENG30-12566331-n,0.0,0.0,"sandal,Pterocarpus santalinus",Drbo istočne Indije i Australije koje se ceno zbog mirisnog drveta koje se koristi za izradu nameštaja i iz kojeg se dobija ulje i crvena boja.,n
ENG30-09472597-n,0.0,0.0,"vulkan,vulkanska planina",planina koja je nastala od vulkanskog materijala,n
ENG30-13141141-n,0.0,0.0,krkavina,Žun ili drvo iz orda Rhamnus; plod je sirovina za žutu boju ili pigment.,n
ENG30-10906462-n,0.0,0.0,"Konan Dojl,A. Konan Dojl,Artur Konan Dojl,Ser Artur Konan Dojl",engleski autor koji se stvorio Šerloka Holmsa (1859-1930),n
ENG30-00481941-v,0.0,0.0,"finalizovati,dovršiti,zgotoviti",Izvršiti poslednje radove; dovesti u konačan oblik.,v
ENG30-12510774-n,0.0,0.0,"angolski grašak,golubiji grašak,Cajanus cajan",Tropska biljka sa upadljivim žutim cvetovima i pljosnatom mahunom.,n
ENG30-01794158-n,0.0,0.0,"ćurka,puran,tuka,pujka,tukac,Meleagris gallopavo",Velika kokošsa lepezastim repom; gaji se zbog hrane.,n
ENG30-11505952-n,0.0,0.0,rezolucija,"u računarstvu, broj piksela po kvadratnom inču na računarski generisanom prikazu; što je veća rezolucija i slika je sve bolja",n
ENG30-07754279-n,0.0,0.0,"zvonasta jabuka,žuta granadilja","Jestivo žuto voće, vrsta ""Jamajčanskih orlovih noktiju""",n
ENG30-09720595-n,0.0,0.0,Libanac,stanovnik Libana ili poreklom iz Libana,n
ENG30-00114431-n,0.0,0.0,povlačenje,Čin povlačenja; primena sile da privučete nešto sebi ili sa sobom.,n
ENG30-11943407-n,0.0,0.0,"neven,žutelj",Neka od brojnih uglavnom jednogodišnjih travnatih biljaka iz roda Calendula koje se gaje zbog žutog ili narandžastog cveta; često se koristi za medicinske ili kulinarske svrhe.,n
ENG30-13698706-n,0.0,0.0,"saudijski rijal,SAR",osnovna novčana jedinica Saudijske Arabije,n
ENG30-01013367-v,0.0,0.0,"naglasiti,isticati,istaknuti",Izdvojiti nešto kao važno.,v
ENG30-00325110-n,0.0,0.0,"penjanje,uspinjanje",Čin penjanja na nešto.,n
ENG30-07630089-n,0.0,0.0,kolač sa sirom,"Sastoji se od zaslađenog krem sira, jaja i tvrde kore",n
ENG30-10230801-n,0.0,0.0,kidnaper,osoba koja nezakonito drži žrtvu zatvorenu obično tražeći otkup,n
ENG30-03096269-a,0.0,0.0,papuanski,koji se tiče Papue i njenih ljudi,a
ENG30-02738031-n,0.0,0.0,"naoružanje,oružje",oružje koje koriste vojne ili pomorske snage,n
ENG30-04453390-n,0.0,0.0,čačkalica,"štapić koji se sastoji od male, drvene ili plastične, trake i koji se koristi za iščačkavanje hrane između zuba",n
ENG30-09791816-n,0.0,0.0,"anarhist,anarhista",zagovornik anarhizma,n
ENG30-01168468-v,0.0,0.0,jesti,Uzimati čvrstu hranu.,v
ENG30-01416539-v,0.0,0.0,"kucati,ukucati,zakucati",udarati čekićem ili kao čekićem,v
ENG30-11962667-n,0.0,0.0,sikavica,Neka biljka iz roda Echinops koja ima bodljikavo lišće i guste okrugle glave plavkastog cveća.,n
ENG30-01577265-n,0.0,0.0,"Pastor,podrod Pastor",jedini čvorak roza poje; u nekim klasifikacijama smatra se posebnim rodom,n
ENG30-13998576-n,0.0,0.0,zatočeništvo,Stanje u kome je neko zatvoren (ako u zatvoru).,n
